Account,Oracle Super Category,Oracle Category,PRISM Commodity Level 1,PRISM Commodity Level 2,PRISM Commodity Level 3,PRISM Commodity Level 4,PRISM Commodity Level 5,iProc Product Category,PRISM Commodity Name,Category Name,Commodity Level,Account,Financial Class,Special Reporting,Purchase Type,Change Type
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Cabinet (6800),,CABINET,Cabinet (6800),Cabinet ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Bicarb Fuse (6810),,BICARB FUSE,Bicarb Fuse (6810),Bicarb Fuse ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Biotrol+ Kit (6810),,BIOTROL+ KIT,Biotrol+ Kit (6810),Biotrol+ Kit ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Brine Valve Assy (6810),,BRINE VALVE ASSY,Brine Valve Assy (6810),Brine Valve Assy ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Can Of Thd Sealant (6810),,CAN OF THD SEALANT,Can Of Thd Sealant (6810),Can Of Thd Sealant ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Catalytic Carbon Tank (6810),,CATALYTIC CARBON TANK,Catalytic Carbon Tank (6810),Catalytic Carbon Tank ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Cell (6810),,CELL,Cell (6810),Cell ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Cement (6810),,CEMENT,Cement (6810),Cement ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Chloramine Sample Port (6810),,CHLORAMINE SAMPLE PORT,Chloramine Sample Port (6810),Chloramine Sample Port ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Clear PVC Cement (717) (6810),,CLEAR PVC CEMENT (717),Clear PVC Cement (717) (6810),Clear PVC Cement (717) ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Clear Pvc Primer (P-70) (6810),,CLEAR PVC PRIMER (P-70),Clear Pvc Primer (P-70) (6810),Clear Pvc Primer (P-70) ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Contactor (6810),,CONTACTOR,Contactor (6810),Contactor ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Control (6810),,CONTROL,Control (6810),Control ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Control Head (6810),,CONTROL HEAD,Control Head (6810),Control Head ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Controller (6810),,CONTROLLER,Controller (6810),Controller ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Coupler (6810),,COUPLER,Coupler (6810),Coupler ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Cross (6810),,CROSS,Cross (6810),Cross ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Cutter (6810),,CUTTER,Cutter (6810),Cutter ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,El (6810),,EL,El (6810),El ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Element (6810),,ELEMENT,Element (6810),Element ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,End Cap (6810),,END CAP,End Cap (6810),End Cap ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,End Cap Kit (6810),,END CAP KIT,End Cap Kit (6810),End Cap Kit ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Endcap (6810),,ENDCAP,Endcap (6810),Endcap ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Expander (6810),,EXPANDER,Expander (6810),Expander ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Feed Pump (6810),,FEED PUMP,Feed Pump (6810),Feed Pump ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Fiberflo Endotoxin (6810),,FIBERFLO ENDOTOXIN,Fiberflo Endotoxin (6810),Fiberflo Endotoxin ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Filter Cartridge Carbon Block (6810),,FILTER CARTRIDGE CARBON BLOCK,Filter Cartridge Carbon Block (6810),Filter Cartridge Carbon Block ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Filter Cartridge Pleated Poly (6810),,FILTER CARTRIDGE PLEATED POLY,Filter Cartridge Pleated Poly (6810),Filter Cartridge Pleated Poly ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Filter Cartridge Poly Spun (6810),,FILTER CARTRIDGE POLY SPUN,Filter Cartridge Poly Spun (6810),Filter Cartridge Poly Spun ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Finder Relay (6810),,FINDER RELAY,Finder Relay (6810),Finder Relay ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Fleck (6810),,FLECK,Fleck (6810),Fleck ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Floatswitch (6810),,FLOATSWITCH,Floatswitch (6810),Floatswitch ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Flow Control (6810),,FLOW CONTROL,Flow Control (6810),Flow Control ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Fttng (6810),,FTTNG,Fitting (6810),Fitting ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Gasket (6810),,GASKET,Gasket (6810),Gasket ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Gravel (6810),,GRAVEL,Gravel (6810),Gravel ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Grundfos Universal Dongle (6810),,GRUNDFOS UNIVERSAL DONGLE,Grundfos Universal Dongle (6810),Grundfos Universal Dongle ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Hose Assy (6810),,HOSE ASSY,Hose Assy (6810),Hose Assy ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Hospital Grade Power Supply Cord (6810),,HOSPITAL GRADE POWER SUPPLY CORD,Hospital Grade Power Supply Cord (6810),Hospital Grade Power Supply Cord ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Jaco (6810),,JACO,Jaco (6810),Jaco ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,John Guest Connector (6810),,JGES,John Guest Connector (6810),John Guest Connector ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Legris Bulkhead Union (6810),,LEGRIS BULKHEAD UNION,Legris Bulkhead Union (6810),Legris Bulkhead Union ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Legris Plug-In El (6810),,LEGRIS PLUG-IN EL,Legris Plug-In El (6810),Legris Plug-In El ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Legris Union Tee (6810),,LEGRIS UNION TEE,Legris Union Tee (6810),Legris Union Tee ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Manifold (6810),,MANIFOLD,Manifold (6810),Manifold ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Media (6810),,MEDIA,Media (6810),Media ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Membrane (6810),,MEMBRANE,Membrane (6810),Membrane ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Monitor (6810),,MONITOR,Monitor (6810),Monitor ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Nephros (6810),,NEPHROS,Nephros (6810),Nephros ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Nipple (6810),,NIPPLE,Nipple (6810),Nipple ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Overload (6810),,OVERLOAD,Overload (6810),Overload ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Plug (6810),,PLUG,Plug (6810),Plug ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,Membrane Cleaners (6810),Membrane Cleaners (6810),,,Membrane Cleaners (6810),Membrane Cleaners ,,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,See Americlean A and B
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Antiscalants (6810),,,Antiscalants (6810),Antiscalants ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,See PT401HPH and PT401M
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Pump Assy (6810),,PUMP ASSY,Pump Assy (6810),Pump Assy ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Rejection (6810),,REJECTION,Rejection (6810),Rejection ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Replacement (6810),,REPLACEMENT,Replacement (6810),Replacement ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Replacement Regulator Assembly (6810),,REPLACEMENT REGULATOR ASSEMBLY,Replacement Regulator Assembly (6810),Replacement Regulator Assembly ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Shipping (6810),,SHIPPING,Shipping (6810),Shipping ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Part - Q-Con (6810),,SPARE PART - Q-CON,Spare Part - Q-Con (6810),Spare Part - Q-Con ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Auxillary Contact (6810),,SPARE PARTS - AUXILLARY CONTACT,Spare Parts - Auxillary Contact (6810),Spare Parts - Auxillary Contact ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Ballast (6810),,SPARE PARTS - BALLAST,Spare Parts - Ballast (6810),Spare Parts - Ballast ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Barb (6810),,SPARE PARTS - BARB,Spare Parts - Barb (6810),Spare Parts - Barb ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Bottle (6810),,SPARE PARTS - BOTTLE,Spare Parts - Bottle (6810),Spare Parts - Bottle ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Box Assy (6810),,SPARE PARTS - BOX ASSY,Spare Parts - Box Assy (6810),Spare Parts - Box Assy ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Brine Tank (6810),,SPARE PARTS - BRINE TANK,Spare Parts - Brine Tank (6810),Spare Parts - Brine Tank ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Bulb (6810),,SPARE PARTS - BULB,Spare Parts - Bulb (6810),Spare Parts - Bulb ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Bulkhead (6810),,SPARE PARTS - BULKHEAD,Spare Parts - Bulkhead (6810),Spare Parts - Bulkhead ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Cad (6810),,SPARE PARTS - CAD,Spare Parts - Cad (6810),Spare Parts - Cad ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Cam (6810),,SPARE PARTS - CAM,Spare Parts - Cam (6810),Spare Parts - Cam ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Check Valve (6810),,SPARE PARTS - CHECK VALVE,Spare Parts - Check Valve (6810),Spare Parts - Check Valve ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Collection Kit (6810),,SPARE PARTS - COLLECTION KIT,Spare Parts - Collection Kit (6810),Spare Parts - Collection Kit ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
6810,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Water System Repair & Maintenance,R&M RO System,Spare Parts - Comp Fitting (6810),,SPARE PARTS - COMP FITTING,Spare Parts - Comp Fitting (6810),Spare Parts - Comp Fitting ,L4,6810 - R&M RO System,000 - N/A - General,00000 - N/A,Direct,Add
